customer_tweet_id,support_tweet_id,customer_text,support_text,intent,escalation,escalation_reason,annotator
1014253,1014254,"Hey, , the company of liar, it's already 48h. Didn't get any mail. Cheap unprofessional idiots. #NoAmazon","Dharmendra, kindly take a look at your message center here: https://t.co/deS2TU9Xfp ^MS",,,,
459057,459055,"I swear my #FireTV Stick is becoming useless. Restarted and now the remote doesn’t work. Thank gawd I have TV, too. Never had as much trouble with it as I do with the stick. 🤦‍♀️","I'm sorry for the Fire TV Stick Remote issues! I'd recommend removing the batteries from the remote and putting them back in. If that doesn't help, please replace them! If the issue continues, we'd like to troubleshoot here: https://t.co/hApLpMlfHN ^WT",,,,
465058,465057,How I felt when didn’t want to issue me a refund after they shipped two empty packages to me https://t.co/JttxxZE4Yv,"Jelena, I'm sorry to hear that you received empty boxes. What information or options were we able to provide when you contacted us about this? ^SY",,,,
2763014,2763013,I bought ‘Battlefield 4’ and nowhere in description was it mentioned that it requires a XBox 360 Hard drive. The Prod desc says it will require external HD with 2gb space... I attached a 16gb Pen drive and it doesn’t detect. And this prod isn’t returnable !! https://t.co/3GUX2E9ZOt,That's strange. Please report this to our support team here: https://t.co/vlvfJr4nN9. We will assist you further. ^JS,,,,
2414439,2414437,It would be even fantastic if adds support to https://t.co/7zsFRu3FuY,I've noted your comments and will be sure to forward this as a feedback internally. Thanks! ^MP,,,,
801019,801034,This is just not done. Take some action immediately. Why did your delivery boy asked to pay Rs. 50 extra ??,That's quite strange. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB,,,,
1231223,1231225,"was so disappointed by ur customer service phone-line&amp;now,not only will I have 2 deal with a hefty phone bill,but less inclined 2 use amazon",What phone number did you use?^CD,,,,
707361,707912,"Not even being funny but it said it was in Preston this morning (11:42), that’s literally TWENTY MINUTES AWAY FROM WHERE I LIVE",What's the current tracking shown here: https://t.co/aaDyEz1VgE ^AG,,,,
1229178,1229181,"Looking. Never had issue before. Multiple reporting on reviews for season 2. Same on lg, Roku, and phones.",We'd like to look into this further. Please reach out to us here for live support: https://t.co/hApLpMlfHN ^BH,,,,
872226,872224,This is the worst day ever I pre order #tutlesallthewaydown since july and it got lost in mail I really hate right now😞,"Sorry about the lost order. We want to help! Was the order placed on https://t.co/nUUp5MLhYl, Amazon.es, Amazon.ca, etc? ^CH",,,,
2875655,2875654,Hey the Hue app just flat doesn’t work on the new Fire 7 and that’s the entire reasonI purchased your tablet so please fix.,"Oh, no! Please reach out to us via phone or chat so we can take a look into this: https://t.co/hApLpMlfHN. ^DG",,,,
2144434,2144433,"Ordered on the 6th, delivery for 7th and 8th. Neither has arrived yet. I’ve now managed to cancel one order in hope of refund",Who are the couriers shown on the tracking info? You can check the info here: https://t.co/aaDyEz1VgE ^LJ,,,,
2974798,2974796,2 day shipping for Prime members but it’s gonna take 3.5 days? #cx broken? https://t.co/Rf5jTaq3m6,"I'm sorry for the wait! Two-Day Shipping refers to the transit time once shipped, and doesn't factor order processing or packaging time. More info on our shipping and delivery dates here: https://t.co/4DIrFAsCzv ^BL",,,,
231904,231905,"I know what to share on twitter, posted this complaint intentionally on Twitter to aware public about #AmazonAmazing services ..","We don't advise you to share order related information, as we consider it be sensitive. Appreciate your understanding here. ^CB",,,,
345100,345102,"I requested a cancellation on an order, I got an email that said it could not be cancelled from Amazon, then shop cancelled it for me.",That's great the seller was able to cancel for you. Let us know if there's anything else you need assistance with. ^AM,,,,
19162,735656,"Wrongly conceptualized add , bird's are being bullied Anyway Amazon is wowsome! Maintain this faith",More like Bats!! But we do share the concern. Thanks for pointing it out. ^MM,,,,
2750390,2750388,Hey the Prime Photos app on kindle fire made it a perfect digital photo frame until last week. Now “slideshow” doesn’t seem to work. What’s up?,"Hello, Zack. I'm sorry that you're having issues with the Prime Photos app. Please reach out to us here and we'll be glad to further investigate: https://t.co/hApLpMlfHN ^FJ",,,,
2463091,2463088,Every single thing I’ve ordered on in last 2 weeks has had this late message. What’s going on? Most arrive on time or very late on the day but not always. I pay £79/yr Prime for speed and reliability and starting to question my next renewal... https://t.co/Rx133nKqAF,"Hi, I'm sorry to hear about the delay. We can't see orders over Twitter. Has there been any reason given for the delay? ^KK",,,,
1615590,1615589,"refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",our support team for further assistance? [2/2]^SK,,,,
769624,769625,"Guys,I don't think the matter is big enough that it's taking days to resolve #disappointed #Shame",We've sent a correspondence to your registered email address. Please check and revert. ^SQ,,,,
2302031,2302033,"Thx for the quick response, but I don't want to transfer my account. I want to buy physical goods in the UK + digital books in Spanish",In order to buy digital books from Amazon.es your Kindle device/application will need to be registered to an Amazon.es account ^CH,,,,
191930,191932,"""Please follow bellow instructions to place pre-order successfully : See below for information on how to link an address and credit card.""","We'd like to speak with you directly, please request a callback here: https://t.co/kihPhtlmDJ ^NC",,,,
1599606,1599604,"I’m just convinced that the outer PDX #AMZL drivers suck. (I’m sure there are good ones, just not any that “attempt delivery” by me)",I'm sorry to hear we've let you down! Do you have a current order you've experienced an issue with? ^BV,,,,
1129369,1129366,(1) U don't respect customer. Ur seller is sending defective product n when customer asks 4 replace it u say that no replacement can be done,I get your concern and I'm sorry about this. I've shared your comments as feedback with the relevant team for review. ^HA,,,,
494838,494839,"I really think you are missing the point here but hey, Merry Christmas.","I do apologize for this situation. If you care to, you may provide feedback on the packaging here: https://t.co/PAFvfg980L ^RO",,,,
2590113,2590114,"Welp, I’ve now been miraculously hung up on twice now and still no resolution, thanks for the help 😒",I'm sorry the calls dropped. We also have a chat feature available. Please keep us posted on the outcome. ^AF,,,,
137116,137117,"I haven't received any email, there was a revised delivery date the first time it was delayed but not this time.",I am sorry to hear this. Please reach out to us using the link below so we can investigate this for you: https://t.co/hApLpMlfHN.^GA,,,,
2943201,2943199,two packages ordered through and are arriving late. Shop locally this holiday season to avoid shipping fiascoes!,"Hi, without giving any personal account info, can you tell us a bit more about the issue? Have we missed the estimated delivery date?^MA",,,,
972753,972755,I shared the details in above link. I called coustmer care also. I need my product today. For trusting amazon further,Thanks for the update. I see we've received your details. We'll get back to you at the earliest. ^HA,,,,
2485585,2485587,I already did and they just needed my zip code and I gave it but still don’t work,"Thanks for letting us know, Kevin! In this case it may be best for you to contact us directly so we can trouble shoot further. Could you please let us know which Amazon domain you are using (.ca, .com, .uk, ect?). Thanks in advance! ^JD",,,,
2856714,2856715,This link just takes me to my own tweet.,I'm so sorry about that. Here is the correct link: https://t.co/yWSlx1PGq4. ^DG,,,,
133870,133869,What is the status of my order? No words to describe your services #amazon #pathetic after sales.,Kindly reply to our correspondence sent to your registered email account &amp; we'll reach out to you soon with an update. ^VM,,,,
608155,608154,any update ? I thought at least now you guys would speed up the process.,"We've sent you a correspondence here: https://t.co/fYrzNInVt2, kindly check and reply to the same for further assistance. ^MO",,,,
73511,73509,Why there is no translation of the application in Arabic,Sorry to hear that. Can I ask which application you are referring to?^TI,,,,
1532973,1532971,My next day delivery ordered yesterday did not arrive today. I've been told to wait till next Wednesday. This is not acceptable,Please reach out directly to use by phone/chat here: https://t.co/JzP7hlA23B so that we can take a closer look. ^TN,,,,
390760,390759,ordered nespresso 50 pack of capsules. Ordered Sunday with Amazon prime thinking 2 day delivery. why is delivery Thursday? 😏,Two-Day Shipping refers to transit time once item ships Some items may be out of stock or unavailable to ship immediately. ^TR,,,,
631602,631600,I’m annoyed that I pay for prime yet still can’t get my order to me by the next day,"We're sorry to hear about the difficulty receiving your orders in a timely fashion, Abbie. We're here to help! For clarification, are the parcels missing the delivery dates given in your order confirmation e-mails? ^AZ",,,,
2171706,2171707,Fire TV Stick with Alexa Voice Remote | Streaming Media Player https://t.co/AVCJNu0OmP,"Thank you very much for that info, Laura! Give us a ring or chat here so we can help further: https://t.co/JzP7hlA23B ^JD",,,,
2813557,2813556,- the package seems to be going around the same facility whole day! Any idea what's happening?? https://t.co/hDeR2RO7lF,"Also, please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^SM (2/2)",,,,
261258,261256,Intelcom courier Canada is absolutely horrendous and unprofessional. you need a new courier service.,"I'm sorry for the trouble! Without posting personal info, is there a current order you're experiencing an issue with? ^JM",,,,
2474778,2474777,has the best Christmas ad this year hands down! Give a little bitttttt,"Hi Jack, glad you liked it. Thanks for letting us know! :) ^BZ",,,,
232826,232825,its very said to say amazone delivered faulty adopter request to replace but its too late not get yet,"Also, please don't provide your details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^AS",,,,
166367,166368,I have Spotify connected and it is not finding it with Spotify. I’ve tried asking Alexa to play it on Spotify and still no Christmas music.,"To confirm, do you have a Spotify Premium account connected? If you do, please contact us by phone or chat to troubleshoot in real-time: https://t.co/hApLpMlfHN ^MG",,,,
1105561,1105560,Are incompetent to provide any support. Even i get depressed by the Amazon grocery app. Support team. please close the amazon now,Sorry for the unpleasant experience with us. I'll surely forward this as feedback internally and we'll work on it. ^SQ,,,,
99994,99993,my Prime account isn’t global ? ):,Prime is limited to the region you are in. If you purchased on https://t.co/nUUp5MLhYl you are limited to the US. If you are traveling abroad you can use video benefits: https://t.co/OZbnlv4jzq ^AF,,,,
729868,729867,the worst customer service is the way to deal a prime customer my money didnt got refunded dont use amazon pay Amit 7903524736,Please don’t provide your contact details as it is personal information. Our page is visible to the public.2/2^HN,,,,
2824000,2824001,"Nope, traded in my ""vintage"" 2011 Kindle Touch for this upgrade! 😄",NICE!! Not your first rodeo I see! You're gonna love it!!! We're so excited for you! 😁 ^KN,,,,
2133266,2133264,I ordered 3 sets of Xbox game codes and my account says verifying. They was ordered at 5pm yesterday. Been told 4 hours and still not here.,"Sorry, that shouldn't take more than 4 hours. Have you received any emails in relation to the order? ^JJ",,,,
1441922,1441920,"Awful service from Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",We aim to meet the delivery date provided in your order confirmation e-mail: https://t.co/YnHxGSmFO2 Has the date passed? ^KJ,,,,
1362521,1362522,No options were offered apart from to wait. https://t.co/Ejqk4A7R4z,We'd like to look into this. Please pass your details to us here: https://t.co/JY0IbDOLoZ ^RR,,,,
1300637,1300634,"Ordered costume a week ago and now being told it won’t arrive until Nov 1st, really fantastic 😒",We'd like to help! What does the current tracking say on the order.? You can see that here:https://t.co/aaDyEzjw8c ^AJ,,,,
762488,762489,But I'm talking to you now. I know what the link does i wanted to know why I've been sent it. What will it achieve?,"The link sent allows you to contact us via phone or chat to better assist, as our actions on Twitter is limited. ^JD",,,,
2219880,2219879,Your website won't work on Chrome. If I search for treats in pet supplies the scroll bar won't display or work. Pic attached that is all I can see of that page on Chrome latest version. Firefox is fine but Chrome is main browser. Redid tweet as email info was displayed. https://t.co/cgEMJ3wzCD,Strange. Sorry to hear about this. Have you tried clearing cookies off the chrome browser? ^PK,,,,
1030398,1030400,Just got this message no attempt has been made to deliver ! I ordered this as I have a junior football match to referee tomorrow morning ! https://t.co/cpuVyYS39J,We'd like to look into what happened. Please contact in directly by clicking the link: https://t.co/qy3J24VGxb ^GL,,,,
126345,126346,Here is the one from 23rd November. https://t.co/qUAvc5UZ4o,"I understand you're upset. However, as mentioned before we wouldn't be able to access your account on Twitter, we wouldn't be able to provide any further insight on this issue. Please don't provide your order details, we consider it to be personal information. ^BV",,,,
1394439,1394441,"No clue who is neela krishna, problem is I seem to have two accounts which I haven't made and am unable to link my phone to prime account https://t.co/6jHq2uzPIn",Sorry for the incorrect link. I'd like to look into the issue and help you with this. (1/2) ^RI,,,,
1680107,1680109,I did that 5 times. Problem persists. I've also told amazion help that several times.,Have you had a chance to change your e-mail password as well as you Amazon password? ^AF,,,,
2595449,2595447,I am so frustrated with the service on my firestick My display will not calibrate. My remote had a hardware failure.,"I'm sorry for all the trouble, Bryan! Have you tried the troubleshooting steps listed here? https://t.co/nnPurTslQi ^LA",,,,
2672314,2672316,"Well, 5 times your team has come back with the same response that “check with ur family”. I am tired of saying our house was locked dat day",provided earlier? 2/2 ^AP,,,,
1151190,1151189,you guys ok? I can’t purchase anything from the website. :-(,"Thanks for checking on us! We haven't had any reported outages, though! Are you receiving an error? ^LB",,,,
286787,286788,Aĺleged I had never used my Prime Account when I have been using it several times a month for several years. Totally inadequate response,Have you had a chance to contact an Account Specialist by phone: 08081453760 or e-mail: https://t.co/v1XnpfmiFp? ^AF,,,,
1421872,1421869,It's being sent by Amazon directly. It was supposed to be here today but there may have been a delay so just needed a bit of clarification,What info is currently available on the tracking: https://t.co/aaDyEz1VgE? ^JJ,,,,
2242525,2242524,"So wheres my ""guaranteed"" 2 day delivery? When can I expect delivery or will it even be delivered? Always late.. https://t.co/tlAv48GcaM",I'm sorry that you haven't received your package! Please contact us via this link so we can help: https://t.co/hApLpMlfHN ^AR,,,,
