customer_tweet_id,customer_text,predicted_intent,reply,relevance,helpfulness,groundedness,safety,clarity,overall,reason
253407,"Hey something's wrong with my order. Can you guess what? (Hint, there should be 2 of something) https://t.co/yoiAKlOi97",order_or_product_issue,"I’m sorry to hear that! Could you let me know which item you ordered and what’s missing or wrong? If you’re able to share the order number or the product name, that would help me look into it for you.",3,4,5,5,5,4.4,"The reply is generally relevant and helpful, asking for details to investigate the issue. It is grounded, safe, and clear, but it does not directly address the hint about missing quantity, so it scores slightly lower on relevance."
1499890,"Used the Trimmer i ordered today, damaged my switch board cos the quality of 3 pin ws bad, Costed me more money 2 fix it. Nt happy",order_or_product_issue,I’m sorry to hear about the trouble with your trimmer. Could you please share your order number and any additional details? I’ll forward this to the team so we can help you resolve the issue.,3,3,5,5,5,4.2,"The reply acknowledges the issue and requests order details, which is relevant and helpful, but it lacks specific resolution steps. It is grounded, safe, and clear."
2290916,"When will be ""Voice Profiles"" supported in India for Amazon Alexa devices?",product_or_technical_issue,"I’m sorry, but we don’t have an announcement yet about Voice Profiles coming to Alexa in India. Please keep an eye on our updates for any future releases. If you’d like, I can forward your request to the relevant team.",4,3,5,5,5,4.4,"The reply addresses the question, offers a reasonable next step, is factually correct, safe, and clear."
2800438,Amazon Prime = huge waste problems https://t.co/vmNviHKg4E,prime_membership_or_benefit,I’m sorry to hear you’re frustrated. Could you share a bit more about the waste issues you’re seeing with Prime? We’d like to understand the situation better and see how we can help.,4,2,5,5,5,4.2,"The reply acknowledges frustration and asks for more details, which is relevant and clear, but offers no concrete help. It is grounded and safe."
2980908,"They should just rename Amazon Logistics/AMZL_US to be ""Some Random Dude Shipping"", or ""Your Shit Will Be Late Shipping"", or ""You Are Now Getting The Shaft, Valued Prime Customer Shipping""",delivery_issue,I’m sorry you’re frustrated with the delivery service. Could you let me know the order or tracking number you’re referring to? I’ll forward the details to our logistics team so they can look into the issue for you.,1,1,5,5,5,3.4,"The reply does not address the customer’s request to rename the shipping service, so it is irrelevant and unhelpful. However, it is safe, grounded, and clear."
2562022,It wasn’t pending I got the code and when I go to enter it it says invalid,account_access_or_security,"It sounds like the code you received isn’t being accepted. Please double‑check that you’re entering it exactly as shown—no extra spaces or characters. If it still shows as invalid, try requesting a new code and enter that one. Let me know if the issue persists.",5,5,5,5,5,5.0,"The reply directly addresses the issue, offers clear actionable steps, contains no unsupported claims, is safe, and is concise and easy to understand."
2784452,"ive had a serious problem with my job page. amazon keeps resetting the status of my job application to ""candidate took another position"" ive had your support fix the problem 5 times now, but it resets every morning. is there another way to take care of this",product_or_technical_issue,"I’m sorry you’re still having trouble with the job status.  
Could you please share the job ID or the email address you used to apply?  
Once we have that, we’ll open a dedicated case and work with the hiring team to keep the status accurate. You can also reach us directly by email at support@amazon.com or through the chat option in your account.",4,4,5,5,5,4.6,"The reply acknowledges the issue, requests relevant details, and offers a clear next step, making it relevant and helpful while remaining grounded, safe, and clear."
385912,pathetic service. Delivered broken product and not providing replacement of broken product even https://t.co/4ciTmlyJph,order_or_product_issue,"I’m sorry you received a broken item and haven’t yet received a replacement. Could you please share your order number or any details about the product? Once we have that, I can help you get the issue resolved.",4,4,5,5,5,4.6,"The reply acknowledges the broken product and missing replacement, requests order details, and offers to resolve the issue, which is relevant, helpful, grounded, safe, and clear."
2418641,"my package is listed on tracking as delivered at 3.01pm. I’ve been in all afternoon and heard nothing, but also have no package or card advising where the package is.... can you advise please?",delivery_issue,"I’m sorry you haven’t received your package yet.  
Please check the following:

1. Look around the delivery area (front door, porch, side door, or any nearby spots) and ask neighbors if they received it on your behalf.  
2. Look for a delivery confirmation card left by the carrier; it often includes a signature or a note about where the package was placed.  
3. If you still can’t locate it, contact the carrier (USPS, UPS, FedEx, etc.) with your tracking number to get the most recent delivery information.  

Let me know what you find, and I’ll help you next.",5,5,5,5,5,5.0,"The reply directly addresses the missing package issue, offers clear, actionable steps, contains no unsupported claims, is safe, and is concise and easy to understand."
776055,Ur selling CRAP!!! #Awfulservice #extremelybadexperience #disaster selling Sadak Chaap maal. Sold defective mobile to my sis.,order_or_product_issue,"I’m sorry you received a defective phone.  
Could you share the order number so we can help you with a return or replacement?",4,4,5,5,5,4.6,"Reply acknowledges defect, requests order number for return/replacement, no unsupported claims, clear and concise."
1209109,"I've not got email, chasing your joker's team last two days #resolution and #cs as well biger joker",feedback_or_praise,I’m sorry you haven’t received a response yet. Could you please share the order number or the email address you used to contact us? I’ll forward this to the right team and make sure you get an update as soon as possible.,4,4,5,5,5,4.6,"Reply acknowledges missing email, requests details, and promises to forward to the right team, providing clear, safe, and grounded assistance."
1420513,please bring deadpool and wonder woman to amazon prime video. Thank you,feedback_or_praise,"Thank you for your suggestion! I’ve forwarded your request to the content acquisition team for consideration. If you have any other feedback or questions, feel free to let me know.",4,4,5,5,5,4.6,"The reply acknowledges the request, forwards it to the appropriate team, and offers further assistance, making it relevant, helpful, grounded, safe, and clear."
2537449,"It’s turning on but the remote isn’t working anymore, I’ve to unplug the fire stick and plug it in again to turn it on",product_or_technical_issue,"Hi there! Let’s try a quick reset of the remote and the Fire Stick.

1. **Remote reset** – Remove the batteries, wait 10 seconds, re‑insert them, then press and hold the **Home** button for about 40 seconds.  
2. **Fire Stick reset** – Go to **Settings → My Fire TV → Restart** (or unplug for 30 seconds and plug back in).  
3. After the restart, try pairing the remote again: press and hold the **Home** button for 10 seconds until the LED blinks.

If the remote still doesn’t respond, let me know what battery type you’re using and whether the LED lights up when you press buttons. That’ll help me guide you further.",5,5,5,5,5,5.0,"The reply directly addresses the remote issue with clear, actionable steps, contains no unsupported claims, is safe, and is concise."
419880,Have not received any response till now from your busy team...,feedback_or_praise,I’m sorry you haven’t heard back yet. Could you please share the order number or the email address you used to contact us? I’ll forward the details to the team so they can get back to you as soon as possible.,5,5,5,5,5,5.0,"The reply directly addresses the lack of response, offers a clear next step, and avoids any unsupported claims or risky content."
1505437,Is Amazon Music exclusive to Echo users in India?,product_or_technical_issue,"I’m sorry, but I don’t have that information at the moment. Please keep an eye on our updates for any changes.",1,1,5,5,5,3.4,"The reply does not address the customer’s question or provide any actionable help, but it is safe, grounded, and clear."
2956943,"Hi, I got a notification about an hour ago saying my package had been delivered and on my account it says it was handed to me but it wasn’t?",delivery_issue,"I’m sorry you haven’t received your order. Could you share the order number so I can look up the tracking details? In the meantime, check with neighbors or anyone else who might have accepted the delivery, and see if the carrier left a note or a delivery confirmation. Once I have the order number, I can help you track it further.",4,4,5,5,5,4.6,"Reply addresses the issue, offers actionable steps, contains no unsupported claims, is safe, and is clear."
1328553,Alright. I have deleted the post with order number. Hope to get the delivery today by 7.30 PM. Thanks for your help.,delivery_issue,"Hi there,

Could you please share the order number so I can check the status and see if we can meet your 7:30 PM delivery window? I’ll keep you posted as soon as I have an update.",4,4,5,5,5,4.6,"The reply appropriately requests the missing order number and offers to check delivery status, which directly addresses the customer's concern. It is clear, concise, and contains no unsupported claims."
179084,It was shipped from Amazon UK and is a book. This is the message I received saying it would be shipped to my address: https://t.co/l6lZuhRNXX,delivery_issue,I’m sorry you’re having trouble with your book. Could you please share your order number or the tracking ID? That will help me look up the shipment status and see what’s happening.,4,4,5,5,5,4.6,"The reply directly addresses the delivery concern, offers a clear next step, contains no unsupported claims, is safe, and is concise."
2178028,still waiting on my book ordered may 27th...amazon say it’s on the way...will be 110 by the time it gets here,delivery_issue,I’m sorry you’re still waiting for your book. Could you share your order number or the tracking ID so I can look into the current status for you?,4,4,5,5,5,4.6,"Reply addresses the delay, offers actionable next step, contains no unsupported claims, is safe, and is clear."
736501,Its ridiculous I have spent a lot of time in searching and booked an order and now #Amazon cancel my Order# 408-3311001-6049126 really #patheticservice #NoCustomerSatisfaction . I have never experienced such thing by,order_or_product_issue,"I’m sorry you’re having trouble with your order.  
Did you receive an email or notification that explained why the order was cancelled? If you can share that detail or any other information about the cancellation, I’ll do my best to help you resolve it.",4,3,5,5,5,4.4,"The reply acknowledges the cancellation and asks for details, which is relevant and clear, but offers limited actionable steps, so helpfulness is moderate. It contains no unsupported claims and is safe."
1611188,"When a friend tried to redeem an Xbox $50 gift card I got them via Amazon, the message was ""code has already been redeemed""",order_or_product_issue,"It looks like the code may have already been used. Please have your friend contact Amazon customer support for help. If you have the order number handy, let us know and we can forward it to the right team.",4,3,5,5,5,4.4,"The reply addresses the issue and suggests contacting Amazon, but offers limited actionable steps. It is grounded, safe, and clear."
1478857,But the second episode is out,product_or_technical_issue,We’re adding new episodes regularly. Keep checking Prime Video for the latest updates.,3,3,5,5,5,4.2,"The reply is somewhat relevant and helpful, but it does not directly confirm availability. It is grounded, safe, and clear."
1387106,Pls clear the dought about no cost emi offer on OnePlus 5t. OnePlus India tweeted that the product will available on nocostemi at popup event in Delhi,feedback_or_praise,I’m not aware of any no‑cost EMI offer for the OnePlus 5T on Amazon. The payment options will be displayed on the product page when the sale starts. Please keep an eye on Amazon.in for the latest updates.,3,2,4,5,5,3.8,"The reply partially addresses the query but lacks detail about the popup event, offers limited actionable help, is generally grounded, safe, and clear."
429002,I don't wanna fill again it's final first refund and compensation than return got it,return_or_refund,"I’m sorry you’re having trouble. To help us process your refund and compensation, could you please share your order number and the reason for the return? Once we have that, we’ll move forward without requiring any additional forms. Thank you.",2,2,5,5,4,3.6,"The reply partially addresses the refund request but still asks for additional information, which conflicts with the customer’s wish to avoid further forms. It is clear and safe, but not fully helpful or relevant."
