customer_tweet_id,customer_text,gold_intent,predicted_intent,reply
1755221,Let me ask you a simple question. Am I going to get package today before 5? Yes or No.,delivery_issue,delivery_issue,I’m happy to help check on your delivery. Could you please provide your order number or the email address you used to place the order? That will let me look up the status for you.
2460252,Where is the incompetentency at Amazon Prime Now? Not sure who to get frustrated with because all of my items weren't delivered. Only had one job! Ugh,delivery_issue,delivery_issue,"I’m sorry you’re having trouble with your Prime Now deliveries. Could you please share the order numbers or the items that didn’t arrive? Once I have that, I’ll help you get the issue resolved."
2853697,"I am having problems accessing my account. I called customer service, who said they are having 'problems with their system' and they needed to call me back in an hour. That was almost two hours ago. Can you help?",account_access_or_security,account_access_or_security,"I’m sorry you’re still having trouble getting into your account.  
Could you let me know if you’ve received any email from an Account Specialist or if you’ve tried resetting your password again? In the meantime, you can reach us through the chat or email support options on the Amazon Help page. We’ll do our best to get this resolved quickly for you."
58781,"Why spend money to replace it when I didn't have any luck with my first purchase? You can keep your 10% off , I'm cancelling Prime.",product_or_technical_issue,prime_membership_or_benefit,I’m sorry to hear that your first purchase didn’t work out. Could you let me know what happened so we can see if there’s a way to help you before you cancel Prime?
1736149,Finally ordered Amazon echo dot. Getting delivered tmrw. is definitely getting better! Looking forward to test prime music too!,feedback_or_praise,feedback_or_praise,"Great to hear! Your Echo Dot will arrive tomorrow. Once you set it up, you can start streaming Prime Music with your Prime membership. If you need any help getting started, just let us know."
2545352,I placed my prime order yesterday and was guaranteed delivery by Friday because I need my stuff for early Saturday morning. Now my orders are saying they ain’t going to arrive until Monday. That’s unacceptable. #VeryDissapointed,delivery_issue,delivery_issue,I’m really sorry to hear about the delay. Could you please share your order number so I can look into the status and see what options are available for you?
1586768,I have been so happy with my experience with Amazon over the years and genuinely wanted to thank you guys :),feedback_or_praise,feedback_or_praise,"Thank you so much for your kind words! We’re thrilled to hear you’re happy with your experience. If there’s anything else we can help you with, just let us know. Happy shopping!"
2384176,#Amazon India cheats customers #Amazon India harasses customers https://t.co/wNZt3yQLZR,feedback_or_praise,feedback_or_praise,"I’m sorry to hear about your experience. Could you please share more details about the issue—such as the order number, dates, and what happened? Once I have that information, I can help you find the best resolution."
2711815,Do you have a linj for an online chat? :),feedback_or_praise,feedback_or_praise,Yes—on the Amazon Help page you can choose “Contact Us.” From there select the chat option that best fits your issue.
2208513,So ur going to refund (almost $100) on a card that was cancelled due to fraud activity and your response is basically “not my problem”?,return_or_refund,payment_or_amazon_pay,"I’m sorry for the confusion. The refund will be issued to the Amazon account that was used for the purchase, not to the cancelled card. Once the refund is processed, the amount will appear on the original payment method or the account balance, depending on your settings. If you need any further details or have additional questions, please let me know."
1916265,Thank you. I found chat and have now emailed pertinent info to you.,feedback_or_praise,feedback_or_praise,"Thanks for sending the details! We’ve received your email and will review the information shortly. If there’s anything else you’d like to add or any other questions, just let us know."
21035,Today a amazon delivery boy shouted on me to not hve change of 1390 ..very shameful how the behave with customer .com,delivery_issue,feedback_or_praise,"I’m really sorry to hear about this experience.  
Could you please share the order number and any other details you remember? We’ll look into it right away and get back to you."
1260154,"Yes, happening for various purchased and received items.",product_or_technical_issue,order_or_product_issue,"I’m sorry to hear that you’re experiencing this with multiple orders. Could you let me know what specifically is happening (e.g., missing items, wrong items, delivery issues) and share the order numbers involved? That will help me look into it for you."
1447992,Thank you. I see stuff like this all of the time on Amazon Fresh. Is there a place online where I can submit errors like this?,product_or_technical_issue,feedback_or_praise,"I’m sorry you’re seeing those errors. At the moment there isn’t a web form or online portal for reporting them. If you’d like, you can let me know the details here and I’ll forward your feedback to the appropriate team."
1211712,Still not received any call from your side.,feedback_or_praise,delivery_issue,I’m sorry you haven’t heard from us yet. Could you please share your order number and the best phone number to reach you? I’ll check the status and get back to you right away.
422257,I didn’t expected this from Amazon atleast. Being a prime member it feels so bad when you don’t get any solution for your query!,feedback_or_praise,feedback_or_praise,I’m really sorry to hear you’re feeling let down. Could you let me know what specific issue you’re experiencing so I can help you find a solution?
1345589,Can you please give me the link to rasie a complaint about the service? I had 5 chats in the last 2 days and terrible service,feedback_or_praise,feedback_or_praise,"I’m really sorry you’ve had such a frustrating experience.  
Could you share a bit more detail about what happened during those chats? Once I have the specifics, I’ll forward your feedback to the right team so they can look into it."
371124,"hey I have a question, do you guys ship on on Columbus Day?",delivery_issue,delivery_issue,"Yes, we do ship on Columbus Day. However, some carriers may not deliver on the holiday, so your package could be delayed until the next business day. If you need more details about your specific shipment, let me know!"
1303293,Yo - Why am I paying for #Prime if free two day shipping never happens anymore? I needed my Halloween gear. #thatshowimom #cmonprime,prime_membership_or_benefit,prime_membership_or_benefit,"Two‑Day shipping starts when the item ships. If the delivery date shown at checkout has passed, let me know the order number and I’ll check the status for you."
1466789,Ordered this around 2am Friday morning and it made it here already... good job https://t.co/XXMuII3QwQ,feedback_or_praise,feedback_or_praise,"Glad to hear it arrived so quickly! If there’s anything else you need, just let us know. Enjoy your purchase!"
47880,Tried that. Just asks me to contact seller first. That's why I came to twitter. But different people keep responding so I'm getting nowhere.,order_or_product_issue,feedback_or_praise,"I’m sorry you’re still stuck. If the seller isn’t replying, open the order details and select “Report a problem” so we can step in. Could you share the order number so I can pull up the details for you?"
1192986,I mean. I could have walked 🚶🏼to Hebron Ky to get my 📦 faster than delivery service can drive it here. Ohhh maybe they are walking https://t.co/pmISkL5FH9,delivery_issue,delivery_issue,I’m sorry you’re experiencing a delay. Could you share your order number so I can check the current status for you?
11038,Yeah I know how to check it. There's no information still,delivery_issue,delivery_issue,I’m sorry you’re still not seeing any updates. Could you share your order number or the tracking number you received? That will help me look into the status for you.
2378242,"Amazon, how can something be both ""arriving tomorrow by 8pm"" and also ""not yet shipped?"" 🤔 (Obviously they must have a super local warehouse but come on.)",delivery_issue,delivery_issue,"It can happen when an item is shipped very close to the delivery window—sometimes the carrier updates the status only after the package leaves the warehouse. If you’d like, share your order number and I can double‑check the current status for you."
225246,pls look into this asap https://t.co/2sGN1WBeDh,order_or_product_issue,feedback_or_praise,I’m happy to help. Could you please describe what you’re seeing or what issue you’re encountering? That will let me look into it more effectively.
18157,"USPS is the carrier. They are usually here 10 am-12 pm, so I don't know what's going on.",delivery_issue,delivery_issue,It sounds like the delivery window isn’t matching what you expect. Could you share the tracking number for this shipment? That way I can check the latest status and see what’s causing the delay.
1129288,I submitted for refund on the wrong account and bought it with the right one. Can you confirm this is ok? Thanks and apologies!,return_or_refund,return_or_refund,"Sure, I can help with that. Could you please share the order number and the email addresses of both the account you used for the purchase and the one you submitted the refund from? That will let me verify the status for you."
2530708,why does my order say it was delivered and handed to me when I was not in on said delivery date and it hasn’t been received?,delivery_issue,delivery_issue,"I’m sorry you’re having trouble with this delivery. Could you please share the order number? In the meantime, check with any neighbors or your local post office to see if the package was left there. If it still can’t be located, let us know and we’ll open a case to investigate further."
73493,I’ve tried on 2 iOS devices and an OS X laptop. All have the 10 character limit,product_or_technical_issue,product_or_technical_issue,"It sounds like the login field is restricting you to 10 characters. Could you try accessing the site from a different browser (e.g., Chrome or Safari) or a different device? If the issue persists, a screenshot of the error would help us investigate further."
1115219,"Can't checkout a 25k cart - neither on app nor on site, stuck at ""Choose your delivery options"". At least tell me what's wrong!",product_or_technical_issue,product_or_technical_issue,"I’m sorry you’re having trouble.  
Could you let me know:

1. What device and browser (or app version) you’re using?  
2. If you see any error messages or codes when you reach the “Choose your delivery options” screen.  

With that info I can help pinpoint the issue or direct you to the right support channel."
1961066,"hi there, i was just wondering if i could get an amazon prime refund?",prime_membership_or_benefit,return_or_refund,"Hi there! If you’d like a refund for your Prime membership, the first step is to cancel the subscription. Once it’s canceled, you can check your refund eligibility in the “Your Account” section under Prime. If you need help with the cancellation or have any questions about the refund process, just let me know!"
787114,There is nothing there. And I have no email address to try and contact anyone as the help me page requires a login which you have blocked,account_access_or_security,account_access_or_security,"I’m sorry you’re having trouble. Could you let me know which Amazon website you’re trying to use (e.g., amazon.com, amazon.co.uk, etc.)? Once I know that, I can point you to the correct help page or an alternative way to get in touch."
1266402,why is your mobile app saving the credit card data automatically.There shld be an option to proceed without saving card details.,payment_or_amazon_pay,product_or_technical_issue,"I understand your concern. The app stores card details to speed up future purchases and to help verify your account. If you prefer not to keep the card saved, you can delete it from your payment options after the first use. Let me know if you’d like step‑by‑step instructions on how to remove the card or if there’s anything else I can help with."
745095,Already done that but can't you provide a permanent solution because this is not the first time? Multiple times my orders are delayed.,delivery_issue,delivery_issue,"I’m sorry to hear this has happened again. Could you please share the order numbers that were delayed? Once I have those, I can forward your feedback to the team and work on a more reliable solution."
1905644,Bt d customer hasn't mentioned my GST no..he needs to update his invoice..tried 4 times 2 do dat wid customer care dey rnt helping. PL help,order_or_product_issue,order_or_product_issue,"Sure, I can help with that. Could you please share the order ID and the GST number you’d like on the invoice? Once I have those details, I’ll update the invoice for you."
275840,2 orders. The old one is apparently shipping today but my order 203-8318089-6770742 is now in same predicament. ?,order_or_product_issue,delivery_issue,It looks like the second order is still showing the same status. Could you let me know if you’ve received any tracking information or if the order is listed as “shipped” in your Amazon app? That will help me check the latest update for you.
1538025,So...do you want your Amazon fresh bags back or am I stuck w them now?? On Amazon Fresh bailing.,return_or_refund,return_or_refund,"It’s easy to return the bags if you’d like. Just go to your order details in the Amazon app or website and select “Return or replace items.” If you prefer to keep them, that’s fine too. Let me know if you need help locating the return option or if you’d like me to walk you through the steps."
1014253,"Hey, , the company of liar, it's already 48h. Didn't get any mail. Cheap unprofessional idiots. #NoAmazon",feedback_or_praise,delivery_issue,I’m really sorry you’re still waiting for your order. Could you please share your order number so I can look into the delivery status for you?
459057,"I swear my #FireTV Stick is becoming useless. Restarted and now the remote doesn’t work. Thank gawd I have TV, too. Never had as much trouble with it as I do with the stick. 🤦‍♀️",product_or_technical_issue,product_or_technical_issue,"I’m sorry you’re having trouble with the remote. Let’s try a few quick steps:

1. Remove the batteries from the remote, wait a few seconds, then re‑insert them.  
2. If that doesn’t help, replace the batteries with fresh ones.  
3. After that, press and hold the “Home” button on the remote for about 10 seconds to re‑pair it with the Stick.  
4. If the remote still won’t respond, try resetting the Fire TV Stick itself (hold the “Select” and “Play/Pause” buttons on the Stick for 10 seconds).

Let me know how it goes after these steps, and we’ll keep troubleshooting if needed."
465058,How I felt when didn’t want to issue me a refund after they shipped two empty packages to me https://t.co/JttxxZE4Yv,return_or_refund,return_or_refund,I’m sorry you received empty packages and haven’t received a refund yet. Could you please share your order number and any reference numbers you have? That will help us locate the issue and get it resolved for you.
2763014,I bought ‘Battlefield 4’ and nowhere in description was it mentioned that it requires a XBox 360 Hard drive. The Prod desc says it will require external HD with 2gb space... I attached a 16gb Pen drive and it doesn’t detect. And this prod isn’t returnable !! https://t.co/3GUX2E9ZOt,order_or_product_issue,order_or_product_issue,I’m sorry you’re having trouble. Please reach out to our support team so they can help troubleshoot the issue and discuss next steps.
2414439,It would be even fantastic if adds support to https://t.co/7zsFRu3FuY,feedback_or_praise,feedback_or_praise,"Thank you for your suggestion! I’ve forwarded your feedback to the relevant team for consideration. If you have any other ideas or questions, feel free to let me know."
801019,This is just not done. Take some action immediately. Why did your delivery boy asked to pay Rs. 50 extra ??,delivery_issue,delivery_issue,"I’m sorry to hear about this. Could you please share the order number and any details you have about the delivery? Once we have that, we’ll forward the issue to the appropriate team for investigation."
1231223,"was so disappointed by ur customer service phone-line&amp;now,not only will I have 2 deal with a hefty phone bill,but less inclined 2 use amazon",feedback_or_praise,feedback_or_praise,"I’m sorry to hear about the trouble you’re experiencing. Could you let me know which phone number you used to reach us and any details about the call (time, duration, etc.)? That will help us look into the issue and find a solution."
707361,"Not even being funny but it said it was in Preston this morning (11:42), that’s literally TWENTY MINUTES AWAY FROM WHERE I LIVE",delivery_issue,delivery_issue,I’m sorry to hear that the tracking shows it in Preston. Could you share your order number or the email address used for the purchase? That will help us look into the delivery status for you.
1229178,"Looking. Never had issue before. Multiple reporting on reviews for season 2. Same on lg, Roku, and phones.",product_or_technical_issue,product_or_technical_issue,I’m sorry you’re having trouble watching season 2 on all your devices. Could you let me know what error message or behavior you’re seeing when you try to play it? That will help us pinpoint the issue and get it resolved.
872226,This is the worst day ever I pre order #tutlesallthewaydown since july and it got lost in mail I really hate right now😞,delivery_issue,delivery_issue,I’m really sorry to hear your order went missing. Could you please share the order number and the shipping address it was sent to? That will help us locate it and get you an update.
2875655,Hey the Hue app just flat doesn’t work on the new Fire 7 and that’s the entire reasonI purchased your tablet so please fix.,product_or_technical_issue,product_or_technical_issue,"Hi! I’m sorry the Hue app isn’t working on your Fire 7. Could you let me know:

- Have you updated the Hue app and Fire OS to the latest versions?  
- Have you tried reinstalling the app or clearing its cache?  
- Are you seeing any error messages or specific behavior when you open it?

Any details you can share will help us troubleshoot further."
2144434,"Ordered on the 6th, delivery for 7th and 8th. Neither has arrived yet. I’ve now managed to cancel one order in hope of refund",delivery_issue,delivery_issue,"I’m sorry you’re still waiting. Could you please share the order numbers for the items that haven’t arrived? Once I have those, I can check the tracking status and help you resolve the delay."
2974798,2 day shipping for Prime members but it’s gonna take 3.5 days? #cx broken? https://t.co/Rf5jTaq3m6,prime_membership_or_benefit,delivery_issue,"I’m sorry you’re experiencing a delay. Two‑Day Shipping covers the transit time once the order has shipped, but it doesn’t include the time it takes us to prepare and ship your order. If you’d like more details or have any other questions, just let me know."
231904,"I know what to share on twitter, posted this complaint intentionally on Twitter to aware public about #AmazonAmazing services ..",feedback_or_praise,feedback_or_praise,"Thanks for letting us know. For privacy reasons we recommend keeping order details private on public platforms. If you’d like help with your order or any other issue, just let us know the order number and we’ll be happy to assist."
345100,"I requested a cancellation on an order, I got an email that said it could not be cancelled from Amazon, then shop cancelled it for me.",order_or_product_issue,order_or_product_issue,It looks like the seller was able to cancel the order on your behalf after the initial Amazon email. If you have any other questions—such as tracking the refund or anything else—just let me know!
19162,"Wrongly conceptualized add , bird's are being bullied Anyway Amazon is wowsome! Maintain this faith",feedback_or_praise,feedback_or_praise,Thanks for sharing your thoughts! We’re glad you enjoy Amazon. Could you let us know which ad or content you’re referring to? We’d like to look into it and make sure everything’s in line with our standards.
2750390,Hey the Prime Photos app on kindle fire made it a perfect digital photo frame until last week. Now “slideshow” doesn’t seem to work. What’s up?,product_or_technical_issue,product_or_technical_issue,"Hi there! I’m sorry to hear the slideshow isn’t working. Could you let me know if you’ve tried restarting your Fire tablet or updating the Prime Photos app? If the app is already up‑to‑date, a quick reinstall often fixes the issue. Let me know how it goes!"
2463091,Every single thing I’ve ordered on in last 2 weeks has had this late message. What’s going on? Most arrive on time or very late on the day but not always. I pay £79/yr Prime for speed and reliability and starting to question my next renewal... https://t.co/Rx133nKqAF,delivery_issue,delivery_issue,I’m really sorry to hear about the repeated delays. Could you let me know if the late deliveries are coming from the same carrier or if they’re spread across different ones? Any order numbers you can share would also help me look into this further.
1615590,"refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",return_or_refund,return_or_refund,I’m sorry to hear the refund hasn’t appeared yet. Could you please share your order number and the email address linked to your Amazon account? That will help us locate the transaction and check the status. Thank you!
769624,"Guys,I don't think the matter is big enough that it's taking days to resolve #disappointed #Shame",feedback_or_praise,feedback_or_praise,I’m sorry you’re still waiting. I’ve forwarded your concern to the team and we’re working on a resolution. Could you please share your order number or case ID so we can track it more quickly? Thank you for your patience.
2302031,"Thx for the quick response, but I don't want to transfer my account. I want to buy physical goods in the UK + digital books in Spanish",account_access_or_security,feedback_or_praise,"You can order physical items from Amazon.co.uk without changing your account.  
For Spanish Kindle books you’ll need an Amazon.es account and a Kindle (or app) registered to that account. If you’d like help setting that up let me know!"
191930,"""Please follow bellow instructions to place pre-order successfully : See below for information on how to link an address and credit card.""",order_or_product_issue,payment_or_amazon_pay,"Sure! To link an address and a credit card for a pre‑order:

1. Sign in to your Amazon account.  
2. Go to **Your Account** → **Your Addresses** and add or edit the shipping address you want to use.  
3. Next, go to **Your Account** → **Payment options** and click **Add a credit or debit card**.  
4. Enter the card details and make sure the billing address you entered matches the address on the card.  
5. Save the changes.

Once both the address and card are saved, you should be able to place the pre‑order. Let me know if you hit any snags or need help with a specific step!"
1599606,"I’m just convinced that the outer PDX #AMZL drivers suck. (I’m sure there are good ones, just not any that “attempt delivery” by me)",delivery_issue,delivery_issue,I’m sorry you’re having trouble with the delivery. Could you share the order number or details of the most recent delivery that didn’t get attempted? That will help us look into it.
1129369,(1) U don't respect customer. Ur seller is sending defective product n when customer asks 4 replace it u say that no replacement can be done,return_or_refund,order_or_product_issue,I’m really sorry to hear about the defective item and the frustration you’ve experienced. Could you please let me know the order number and which item was affected? I’ll forward this to the right team so we can look into a resolution for you.
494838,"I really think you are missing the point here but hey, Merry Christmas.",feedback_or_praise,feedback_or_praise,"Thank you for reaching out, and Merry Christmas!  
Could you share a bit more about what you’re referring to? I’d like to make sure we address your concern accurately."
2590113,"Welp, I’ve now been miraculously hung up on twice now and still no resolution, thanks for the help 😒",feedback_or_praise,feedback_or_praise,"I’m really sorry you’ve had to deal with dropped calls. Let’s try to get this sorted out right away—would you mind sharing the order number or the issue you’re experiencing? If you prefer, we can also switch to chat for a quicker response."
137116,"I haven't received any email, there was a revised delivery date the first time it was delayed but not this time.",delivery_issue,delivery_issue,I’m sorry you’re still waiting for updates. Could you please share your order number or the email address you used to place the order? I’ll look into the delivery status for you.
2943201,two packages ordered through and are arriving late. Shop locally this holiday season to avoid shipping fiascoes!,delivery_issue,delivery_issue,Hi! I’m sorry to hear your packages are delayed. Could you share the order numbers and the estimated delivery dates that were shown? That will help me look into the status for you.
972753,I shared the details in above link. I called coustmer care also. I need my product today. For trusting amazon further,delivery_issue,delivery_issue,I’m sorry you’re still waiting. Could you please share your order number or the email address linked to the order? That will help us locate it and get an update for you right away.
2485585,I already did and they just needed my zip code and I gave it but still don’t work,product_or_technical_issue,account_access_or_security,"Thanks for letting us know. Could you tell me which Amazon site you’re using (e.g., .com, .ca, .uk, etc.)? That will help us troubleshoot the issue further."
2856714,This link just takes me to my own tweet.,product_or_technical_issue,product_or_technical_issue,I’m sorry about that. Could you share the link you clicked on? I’ll make sure to give you the correct one right away.
133870,What is the status of my order? No words to describe your services #amazon #pathetic after sales.,order_or_product_issue,delivery_issue,"I’m sorry you’re having trouble. Please check the email we sent to your registered address for the latest update on your order. If you need immediate help, you can also reach us through the phone or chat options in the app."
608155,any update ? I thought at least now you guys would speed up the process.,order_or_product_issue,delivery_issue,We’ve just sent you an email with the latest status of your shipment. Please check your inbox (including spam/junk folders) and reply to that message so we can help you further.
73511,Why there is no translation of the application in Arabic,product_or_technical_issue,product_or_technical_issue,"I’m sorry you’re having trouble finding Arabic in the app. Could you let me know which Amazon site or app you’re using (e.g., Amazon.com, Amazon.co.uk, Amazon.in, etc.)? That will help me give you the most accurate information."
1532973,My next day delivery ordered yesterday did not arrive today. I've been told to wait till next Wednesday. This is not acceptable,delivery_issue,delivery_issue,I’m sorry to hear your delivery hasn’t arrived yet. Could you share your order number or the tracking ID? I’ll check the status and help you get an update.
390760,ordered nespresso 50 pack of capsules. Ordered Sunday with Amazon prime thinking 2 day delivery. why is delivery Thursday? 😏,delivery_issue,delivery_issue,"Two‑Day Shipping refers to the transit time once the item ships. Some products, especially during busy periods, may be out of stock or need a short processing time before they can be shipped, which can push the delivery date to Thursday. We appreciate your patience and hope you enjoy your Nespresso capsules!"
631602,I’m annoyed that I pay for prime yet still can’t get my order to me by the next day,delivery_issue,delivery_issue,I’m sorry you’re experiencing this delay. Could you share your order number and the latest tracking or delivery date shown in your order details? That will help me look into the issue for you.
2171706,Fire TV Stick with Alexa Voice Remote | Streaming Media Player https://t.co/AVCJNu0OmP,product_or_technical_issue,product_or_technical_issue,"Hi! I’d love to help you with your Fire TV Stick. Could you tell me a bit more about what’s happening? For example, is the remote not responding, the screen blank, or something else? Once I know the issue, I can walk you through the right steps."
2813557,- the package seems to be going around the same facility whole day! Any idea what's happening?? https://t.co/hDeR2RO7lF,delivery_issue,delivery_issue,I’m sorry you’re experiencing a delay. Could you please share the tracking number for the shipment? I’ll look into its status and let you know what’s happening.
261258,Intelcom courier Canada is absolutely horrendous and unprofessional. you need a new courier service.,delivery_issue,feedback_or_praise,I’m sorry you’re having a tough time with the delivery. Could you let me know the order number or any details about the shipment so I can help you further?
2474778,has the best Christmas ad this year hands down! Give a little bitttttt,feedback_or_praise,feedback_or_praise,"Hi there! Thanks so much for the kind words—glad the ad brought some holiday cheer to you! 🎄✨ If there’s anything else we can help with, just let us know."
232826,its very said to say amazone delivered faulty adopter request to replace but its too late not get yet,return_or_refund,order_or_product_issue,I’m sorry to hear the replacement hasn’t arrived. Could you please share the order number and the product name (without any personal details)? That will help me check the status for you.
166367,I have Spotify connected and it is not finding it with Spotify. I’ve tried asking Alexa to play it on Spotify and still no Christmas music.,product_or_technical_issue,product_or_technical_issue,"Hi there! Let’s get your Echo playing Christmas music from Spotify.

1. **Check your account** – Do you have a Spotify Premium subscription?  
2. **Verify the link** – Open the Alexa app → Settings → Music & Media → make sure Spotify is listed and set as the default music service.  
3. **Try a direct command** – Say, “Alexa, play Christmas music on Spotify.”  
4. **Reset the device (if needed)** – If it still won’t find Spotify, try unplugging your Echo for 30 seconds, then plugging it back in.

Let me know how it goes or if you need any more help!"
1105561,Are incompetent to provide any support. Even i get depressed by the Amazon grocery app. Support team. please close the amazon now,feedback_or_praise,feedback_or_praise,I’m really sorry to hear how frustrated you’re feeling. Could you share a bit more about the issue you’re experiencing with the grocery app or the support you’ve received? That will help me forward your feedback and find a solution that works for you.
99994,my Prime account isn’t global ? ):,prime_membership_or_benefit,prime_membership_or_benefit,"Prime benefits are tied to the country where you signed up. If you joined in the U.S., you’ll only see U.S. Prime content. When you travel abroad, you can still access Prime Video and other services that are available in that country. If you’d like to switch regions or have any other questions, just let me know!"
729868,the worst customer service is the way to deal a prime customer my money didnt got refunded dont use amazon pay Amit 7903524736,return_or_refund,payment_or_amazon_pay,I’m sorry to hear that your refund hasn’t arrived. Could you please share the order number and the date of the purchase? That will help us locate the transaction and get this resolved for you.
2824000,"Nope, traded in my ""vintage"" 2011 Kindle Touch for this upgrade! 😄",feedback_or_praise,feedback_or_praise,"That’s great to hear! 🎉 We’re excited you’re enjoying the new Kindle. If you need any help getting set up or have questions, just let us know!"
2133266,I ordered 3 sets of Xbox game codes and my account says verifying. They was ordered at 5pm yesterday. Been told 4 hours and still not here.,order_or_product_issue,delivery_issue,"Hi there!  
Pending verification for Xbox codes can sometimes take up to 12 hours, though most orders finish within an hour or so. Have you received any confirmation or status emails about the order? If not, please check your spam/junk folder just in case. Let me know what you see, and I’ll help you track it further."
1441922,"Awful service from Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",delivery_issue,delivery_issue,I’m sorry you’re having trouble with your order. Could you please share the order number and the date it was supposed to arrive? That will help us look into what happened.
1362521,No options were offered apart from to wait. https://t.co/Ejqk4A7R4z,order_or_product_issue,delivery_issue,I’m sorry you’re having trouble. Could you please share your order number or the item details so I can look into the available options for you?
1300637,"Ordered costume a week ago and now being told it won’t arrive until Nov 1st, really fantastic 😒",delivery_issue,delivery_issue,Hi! I’m sorry you’re having trouble with your order. Could you share the order number or the tracking information so I can look into the status for you?
762488,But I'm talking to you now. I know what the link does i wanted to know why I've been sent it. What will it achieve?,feedback_or_praise,feedback_or_praise,"The link was sent so you can reach us directly by phone or chat. It lets us provide more detailed help and keep the conversation private. If you have any other questions or need further assistance, just let me know."
2219880,Your website won't work on Chrome. If I search for treats in pet supplies the scroll bar won't display or work. Pic attached that is all I can see of that page on Chrome latest version. Firefox is fine but Chrome is main browser. Redid tweet as email info was displayed. https://t.co/cgEMJ3wzCD,product_or_technical_issue,product_or_technical_issue,"Hi there,

I’m sorry you’re having trouble with Chrome. Let’s try a few quick fixes:

1. **Clear cache & cookies** – In Chrome, go to Settings → Privacy → Clear browsing data, select “Cookies and other site data” and “Cached images and files,” then clear.
2. **Disable extensions** – Temporarily turn off any extensions (chrome://extensions/) to see if one is blocking the page.
3. **Incognito mode** – Open a new incognito window (Ctrl + Shift + N) and visit the page again. If it works, the issue is likely a cached setting or extension.
4. **Update Chrome** – Make sure you’re on the latest version (chrome://settings/help).

If the problem persists after these steps, let me know and we’ll dig deeper. Thanks for your patience!"
1030398,Just got this message no attempt has been made to deliver ! I ordered this as I have a junior football match to referee tomorrow morning ! https://t.co/cpuVyYS39J,delivery_issue,delivery_issue,I’m sorry you’re experiencing this. Could you please share your order number so we can investigate the delivery status for you?
126345,Here is the one from 23rd November. https://t.co/qUAvc5UZ4o,order_or_product_issue,delivery_issue,I’m sorry to hear about the issue. Could you please share your order number and any details you have about the delivery date? That will help us look into it for you.
1394439,"No clue who is neela krishna, problem is I seem to have two accounts which I haven't made and am unable to link my phone to prime account https://t.co/6jHq2uzPIn",account_access_or_security,account_access_or_security,"I’m sorry you’re seeing two accounts and can’t link your phone to Prime.  
Could you share the email address or phone number that’s linked to each account? That will help me look into the duplicate accounts and get your phone connected."
1680107,I did that 5 times. Problem persists. I've also told amazion help that several times.,account_access_or_security,product_or_technical_issue,"I’m sorry the issue is still happening.  
Could you let me know which steps you’ve already tried and what device or app version you’re using? I’ll forward the details to the team that can dig deeper and get you a resolution."
2595449,I am so frustrated with the service on my firestick My display will not calibrate. My remote had a hardware failure.,product_or_technical_issue,product_or_technical_issue,"I’m sorry you’re having trouble. Could you let me know what happens when you try to calibrate the display? Also, have you tried using a different remote or resetting the Fire Stick? Any extra details will help me guide you through the next steps."
2672314,"Well, 5 times your team has come back with the same response that “check with ur family”. I am tired of saying our house was locked dat day",delivery_issue,delivery_issue,"I’m sorry you’re still having trouble with this delivery.  
Could you please share the order number and the delivery date? With that information I can look into what happened and get you an update."
1151190,you guys ok? I can’t purchase anything from the website. :-(,product_or_technical_issue,product_or_technical_issue,"Hi there! I’m sorry you’re having trouble placing orders. Could you let me know what error message you’re seeing, or if it happens on a particular device or browser? That’ll help us pinpoint the issue. Thanks!"
286787,Aĺleged I had never used my Prime Account when I have been using it several times a month for several years. Totally inadequate response,prime_membership_or_benefit,prime_membership_or_benefit,"I’m sorry you’re experiencing this confusion. To resolve it quickly, please contact an Amazon Account Specialist. You can reach them by phone at 0808 145 3760 or by email. They’ll review your account activity and help clarify the situation. If you need any additional details from me, just let me know."
1421872,It's being sent by Amazon directly. It was supposed to be here today but there may have been a delay so just needed a bit of clarification,delivery_issue,delivery_issue,"I’m happy to help you check on the delivery. Could you please share the order number or the tracking number for this shipment? Once I have that, I can look up the latest status for you."
2242525,"So wheres my ""guaranteed"" 2 day delivery? When can I expect delivery or will it even be delivered? Always late.. https://t.co/tlAv48GcaM",delivery_issue,delivery_issue,I’m sorry you’re experiencing a delay. Could you please share your order number so I can check the current delivery status for you?
